0.01 1
0.11 1
0.21 0.999999
0.31 0.999998
0.41 0.999996
0.51 0.999993
0.61 0.999991
0.71 0.999987
0.81 0.999984
0.91 0.999979
0.01 1
0.11 1
0.21 0.999999
0.31 0.999997
0.41 0.999995
0.51 0.999992
0.61 0.999989
0.71 0.999985
0.81 0.99998
0.91 0.999975
0.01 1
0.11 1
0.21 0.999998
0.31 0.999996
0.41 0.999994
0.51 0.999991
0.61 0.999987
0.71 0.999982
0.81 0.999976
0.91 0.99997
0.01 1
0.11 0.999999
0.21 0.999998
0.31 0.999996
0.41 0.999993
0.51 0.999989
0.61 0.999984
0.71 0.999979
0.81 0.999972
0.91 0.999965
0.01 1
0.11 0.999999
0.21 0.999998
0.31 0.999995
0.41 0.999992
0.51 0.999987
0.61 0.999982
0.71 0.999975
0.81 0.999968
0.91 0.999959
0.01 1
0.11 0.999999
0.21 0.999997
0.31 0.999995
0.41 0.99999
0.51 0.999985
0.61 0.999979
0.71 0.999972
0.81 0.999963
0.91 0.999953
0.01 1
0.11 0.999999
0.21 0.999997
0.31 0.999994
0.41 0.999989
0.51 0.999983
0.61 0.999976
0.71 0.999968
0.81 0.999958
0.91 0.999947
0.01 1
0.11 0.999999
0.21 0.999997
0.31 0.999993
0.41 0.999988
0.51 0.999981
0.61 0.999973
0.71 0.999964
0.81 0.999953
0.91 0.99994
0.01 1
0.11 0.999999
0.21 0.999996
0.31 0.999992
0.41 0.999986
0.51 0.999979
0.61 0.99997
0.71 0.999959
0.81 0.999947
0.91 0.999933
0.01 1
0.11 0.999999
0.21 0.999996
0.31 0.999991
0.41 0.999985
0.51 0.999976
0.61 0.999966
0.71 0.999954
0.81 0.999941
0.91 0.999925
0.01 1
0.11 0.999999
0.21 0.999995
0.31 0.99999
0.41 0.999983
0.51 0.999974
0.61 0.999963
0.71 0.999949
0.81 0.999934
0.91 0.999917
0.01 1
0.11 0.999999
0.21 0.999995
0.31 0.999989
0.41 0.999981
0.51 0.999971
0.61 0.999959
0.71 0.999944
0.81 0.999928
0.91 0.999909
0.01 1
0.11 0.999998
0.21 0.999995
0.31 0.999988
0.41 0.99998
0.51 0.999968
0.61 0.999955
0.71 0.999939
0.81 0.99992
0.91 0.9999
0.01 1
0.11 0.999998
0.21 0.999994
0.31 0.999987
0.41 0.999978
0.51 0.999965
0.61 0.999951
0.71 0.999933
0.81 0.999913
0.91 0.99989
0.01 1
0.11 0.999998
0.21 0.999993
0.31 0.999986
0.41 0.999976
0.51 0.999962
0.61 0.999946
0.71 0.999927
0.81 0.999905
0.91 0.999881
0.01 1
0.11 0.999998
0.21 0.999993
0.31 0.999985
0.41 0.999974
0.51 0.999959
0.61 0.999942
0.71 0.999921
0.81 0.999897
0.91 0.99987
0.01 1
0.11 0.999998
0.21 0.999992
0.31 0.999984
0.41 0.999971
0.51 0.999956
0.61 0.999937
0.71 0.999915
0.81 0.999889
0.91 0.99986
0.01 1
0.11 0.999998
0.21 0.999992
0.31 0.999982
0.41 0.999969
0.51 0.999952
0.61 0.999932
0.71 0.999908
0.81 0.99988
